raw_path	topic	page_type	target_pages	size
raw/posts/2018/2018-07-03-macos-practice.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	6373
raw/posts/2018/2018-12-26-container-based-load-balancing.md	Docker-容器化	practice	Docker-容器化-overview	2788
raw/posts/2018/2018-12-26-mac-remote-connect-ubuntu-desktop.md	Linux-与系统管理	practice	Linux-与系统管理-overview	677
raw/posts/2018/2018-12-26-open-ssh-service.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1326
raw/posts/2019/2019-02-20-build-a-private-docker-registry.md	Docker-容器化	practice	Docker-容器化-overview	2105
raw/posts/2019/2019-03-05-dockerfile-jdk-mcr(matlab-compiler-runtime).md	Docker-容器化	practice	Docker-容器化-overview	1493
raw/posts/2019/2019-04-12-linux-system-network-configuration.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2210
raw/posts/2019/2019-05-19-install-input-method-on-linux.md	Linux-与系统管理	practice	Linux-与系统管理-overview	461
raw/posts/2019/2019-07-01-use-darknet-to-train-yolov3-on-a-custom-data-set.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	3815
raw/posts/2019/2019-07-09-a-containerized-product-for-model-training-and-deployment-based-on-the-yolov3-algorithm-developed-by-the-darknet-framework.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	5193
raw/posts/2019/2019-07-23-jupyter-notebook-practice.md	IDE-与编辑器	practice	IDE-与编辑器-overview	8849
raw/posts/2019/2019-09-01-use-detectron-to-train-maskrcnn-on-a-custom-dataset.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	3576
raw/posts/2020/2020-06-06-build-a-yolov4-container-application-on-a-custom-data-set.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	6055
raw/posts/2020/2020-06-13-ssh-login-with-key.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1401
raw/posts/2020/2020-06-14-linux-set-time-zone.md	Linux-与系统管理	practice	Linux-与系统管理-overview	741
raw/posts/2020/2020-07-08-convert-annotations-from-pascal-voc-to-yolo-darknet.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	5005
raw/posts/2020/2020-07-30-use-retinanet-to-train-a-custom-dataset.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	5409
raw/posts/2020/2020-09-03-disk-partition-format-mount.md	Linux-与系统管理	practice	Linux-与系统管理-overview	4953
raw/posts/2020/2020-09-10-nfs-configuration.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1301
raw/posts/2020/2020-09-12-install-harbor.md	Docker-容器化	practice	Docker-容器化-overview	4503
raw/posts/2020/2020-10-15-welcome-to-jekyll.md	Web-开发与在线工具	practice	Web-开发与在线工具-overview	3225
raw/posts/2020/2020-10-16-create-local-ubuntu-repository.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1324
raw/posts/2020/2020-10-17-install-docker-on-ubuntu.md	Linux-与系统管理	practice	Linux-与系统管理-overview	791
raw/posts/2020/2020-10-18-install-nvidia-docker2-on-ubuntu.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	4235
raw/posts/2020/2020-10-29-modify-user-name-on-linux-system.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2023
raw/posts/2020/2020-10-30-linux-system-dns-settings.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1734
raw/posts/2020/2020-10-31-disable-devices-and-files-for-paging-and-swapping.md	Linux-与系统管理	practice	Linux-与系统管理-overview	776
raw/posts/2020/2020-11-01-configure-apt-mirror-source-on-ubuntu.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1457
raw/posts/2020/2020-11-02-configure-docker-mirror-source.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1090
raw/posts/2020/2020-11-03-install-nvidia-gpu-driver-on-ubuntu.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	4341
raw/posts/2020/2020-11-04-use-yolov5-to-train-a-custom-dataset.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	4710
raw/posts/2020/2020-11-05-kubernetes-cluster-joins-worker-node.md	Docker-容器化	practice	Docker-容器化-overview	2169
raw/posts/2020/2020-11-06-kubernetes-cluster-build-master-node.md	Docker-容器化	practice	Docker-容器化-overview	8971
raw/posts/2020/2020-11-07-configure-kubernetes-mirror-source.md	Linux-与系统管理	practice	Linux-与系统管理-overview	761
raw/posts/2020/2020-11-08-python-file-directory-path-operation.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	3912
raw/posts/2020/2020-11-09-configure-pip-mirror-source.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2084
raw/posts/2020/2020-11-10-github-accelerate.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1675
raw/posts/2020/2020-11-28-find-system-information-on-linux.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	9345
raw/posts/2020/2020-11-30-ssh-allows-root-login-with-password.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1483
raw/posts/2020/2020-12-02-download-docker-and-nvidia-docker2-offline-installation-package-on-ubuntu.md	Docker-容器化	practice	Docker-容器化-overview	3476
raw/posts/2020/2020-12-20-command-ls.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1265
raw/posts/2020/2020-12-21-command-wget.md	Linux-与系统管理	practice	Linux-与系统管理-overview	697
raw/posts/2020/2020-12-22-command-sed.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2191
raw/posts/2020/2020-12-23-image-format-convert-and-resize.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2583
raw/posts/2020/2020-12-28-command-grep.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1759
raw/posts/2020/2020-12-29-command-find.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2375
raw/posts/2021/2021-01-01-run-jupyterlab-and-tensorboard-in-yolov5.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	2259
raw/posts/2021/2021-01-02-command-history.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1119
raw/posts/2021/2021-01-03-command-ffmpeg.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	5918
raw/posts/2021/2021-01-04-vlc-extension-example.md	Linux-与系统管理	practice	Linux-与系统管理-overview	2791
raw/posts/2021/2021-01-08-building-onnxruntime.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	3257
raw/posts/2021/2021-01-08-dockerfile-onnxruntime-gpu.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	2133
raw/posts/2021/2021-01-09-dockerfile-opencv4-ubuntu2004.md	Docker-容器化	practice	Docker-容器化-overview	3471
raw/posts/2021/2021-01-10-apache-http-server-practice.md	Linux-与系统管理	practice	Linux-与系统管理-overview	864
raw/posts/2021/2021-01-11-docker-practice.md	Docker-容器化	practice	Docker-容器化-overview	3154
raw/posts/2021/2021-01-12-create-a-private-python-package-repository-based-on-pypiserver.md	Docker-容器化	practice	Docker-容器化-overview	3308
raw/posts/2021/2021-01-13-create-a-private-ubuntu-repository-based-on-apt-mirror.md	Linux-与系统管理	practice	Linux-与系统管理-overview	8176
raw/posts/2021/2021-01-14-command-chown.md	Linux-与系统管理	practice	Linux-与系统管理-overview	881
raw/posts/2021/2021-01-15-command-ln.md	Linux-与系统管理	practice	Linux-与系统管理-overview	878
raw/posts/2021/2021-01-16-vim-practice.md	Linux-与系统管理	practice	Linux-与系统管理-overview	8032
raw/posts/2021/2021-01-17-command-top.md	Linux-与系统管理	practice	Linux-与系统管理-overview	931
raw/posts/2021/2021-01-18-command-du.md	Linux-与系统管理	practice	Linux-与系统管理-overview	550
raw/posts/2021/2021-01-19-command-cp.md	Linux-与系统管理	practice	Linux-与系统管理-overview	887
raw/posts/2021/2021-01-20-command-tar.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1605
raw/posts/2021/2021-01-20-command-zip.md	Linux-与系统管理	practice	Linux-与系统管理-overview	10756
raw/posts/2021/2021-01-21-command-ssh.md	Linux-与系统管理	practice	Linux-与系统管理-overview	437
raw/posts/2021/2021-01-22-install-ftp-server-based-on-vsftpd.md	Linux-与系统管理	practice	Linux-与系统管理-overview	744
raw/posts/2021/2021-01-24-extract-video-key-frames-and-save-zip-file.md	Linux-与系统管理	practice	Linux-与系统管理-overview	3699
raw/posts/2021/2021-01-29-linux-shell-execution-mode.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1106
raw/posts/2021/2021-01-30-linux-shell-practice.md	Linux-与系统管理	practice	Linux-与系统管理-overview	6116
raw/posts/2021/2021-02-21-build-a-python-development-environment-based-on-nodemcu-esp8266.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	5849
raw/posts/2021/2021-02-22-build-a-python-development-environment-based-on-nodemcu-esp32.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	2768
raw/posts/2021/2021-02-23-smart-light-based-on-tencent-cloud-iot-development-platform.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	10831
raw/posts/2021/2021-02-24-light-sensor-based-on-tencent-cloud-iot-development-platform.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	8117
raw/posts/2021/2021-02-25-install-nvidia-device-plugin-for-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6044
raw/posts/2021/2021-02-26-scene-linkage-based-on-tencent-cloud-iot-development-platform-(smart-lights-and-light-sensors).md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	1097
raw/posts/2021/2021-02-27-python-crawler-practice.md	Web-开发与在线工具	practice	Web-开发与在线工具-overview	968
raw/posts/2021/2021-02-28-python-practice.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	15808
raw/posts/2021/2021-03-01-vscode-practice.md	IDE-与编辑器	practice	IDE-与编辑器-overview	1392
raw/posts/2021/2021-03-04-vscode-remote-development-ssh.md	IDE-与编辑器	practice	IDE-与编辑器-overview	3026
raw/posts/2021/2021-03-15-command-brew.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	3236
raw/posts/2021/2021-03-15-copy-all-picture-files-to-a-directory.md	Linux-与系统管理	practice	Linux-与系统管理-overview	555
raw/posts/2021/2021-03-15-sftp-client.md	Linux-与系统管理	practice	Linux-与系统管理-overview	627
raw/posts/2021/2021-03-21-iot-hardware-neopixel.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	5205
raw/posts/2021/2021-03-22-iot-hardware-respeaker-2-mics-pi-hat.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	4329
raw/posts/2021/2021-03-23-iot-hardware-raspberry-pi-camera.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	3482
raw/posts/2021/2021-04-01-inside-the-container.md	Docker-容器化	practice	Docker-容器化-overview	8527
raw/posts/2021/2021-04-06-command-yum.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1510
raw/posts/2021/2021-04-07-command-helm.md	Kubernetes-编排	practice	Kubernetes-编排-overview	3417
raw/posts/2021/2021-04-09-ssh-login-welcome-message.md	Linux-与系统管理	practice	Linux-与系统管理-overview	5381
raw/posts/2021/2021-04-10-ssh-x11-forwarding.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	1755
raw/posts/2021/2021-04-11-command-base64.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1816
raw/posts/2021/2021-04-12-fritzing.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	1030
raw/posts/2021/2021-04-12-thonny-python-ide.md	物联网与嵌入式开发	practice	物联网与嵌入式开发-overview	1546
raw/posts/2021/2021-04-15-ai-dataset-package-release.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1092
raw/posts/2021/2021-04-16-ai-model-automatic-builder.md	Docker-容器化	practice	Docker-容器化-overview	6183
raw/posts/2021/2021-05-20-gpu-sharing-in-kubernetes.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	9177
raw/posts/2021/2021-05-24-command-man-help-info.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1913
raw/posts/2021/2021-06-19-kubernetes-cluster-certificate-has-expired.md	Kubernetes-编排	practice	Kubernetes-编排-overview	2598
raw/posts/2021/2021-06-20-delete-node-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	2150
raw/posts/2021/2021-06-21-run-the-first-application-on-kubernetes.md	Docker-容器化	practice	Docker-容器化-overview	2680
raw/posts/2021/2021-06-22-kubernetes-api.md	Kubernetes-编排	practice	Kubernetes-编排-overview	15007
raw/posts/2021/2021-06-23-connect-pod-via-port-forwarding.md	Kubernetes-编排	practice	Kubernetes-编排-overview	1657
raw/posts/2021/2021-06-24-labels-and-label-selectors-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	7174
raw/posts/2021/2021-06-25-annotations-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	1761
raw/posts/2021/2021-06-26-namespaces-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	5582
raw/posts/2021/2021-06-27-replicationcontroller-and-replicaset-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	10741
raw/posts/2021/2021-06-28-daemonset-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	4807
raw/posts/2021/2021-06-29-job-and-cronjob-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	9490
raw/posts/2021/2021-06-30-create-a-job-based-on-a-template.md	Kubernetes-编排	practice	Kubernetes-编排-overview	4012
raw/posts/2021/2021-07-01-service-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	17476
raw/posts/2021/2021-07-02-taint-and-toleration-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6613
raw/posts/2021/2021-07-03-node-affinity-and-pod-affinity-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	7327
raw/posts/2021/2021-07-04-volume-in-kubernetes-mount-the-disk-to-the-container.md	Docker-容器化	practice	Docker-容器化-overview	5193
raw/posts/2021/2021-07-05-configmap-and-secret-configure-the-application.md	Docker-容器化	practice	Docker-容器化-overview	25695
raw/posts/2021/2021-07-06-how-to-restore-accidentally-deleted-nodes-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	4627
raw/posts/2021/2021-07-11-security-protection-of-kubernetes-api-server.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6192
raw/posts/2021/2021-07-15-install-ingress-on-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	1605
raw/posts/2021/2021-07-19-minikube.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6840
raw/posts/2021/2021-07-21-kubernetes-jsonpath-practice.md	Kubernetes-编排	practice	Kubernetes-编排-overview	2646
raw/posts/2021/2021-07-22-how-to-package-a-registered-model-with-docker.md	LLM-推理优化	practice	LLM-推理优化-overview	3744
raw/posts/2021/2021-07-23-docker-sdk-for-python-examples.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	1273
raw/posts/2021/2021-07-27-iptables.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1018
raw/posts/2021/2021-07-28-docker-network.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1300
raw/posts/2021/2021-07-29-computing-resource-management-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	13119
raw/posts/2021/2021-07-31-multi-tenancy-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	263
raw/posts/2021/2021-08-02-using-the-python-tempfile-module.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	1503
raw/posts/2021/2021-08-16-opencv-python-practice.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	7077
raw/posts/2021/2021-08-17-parse-and-modify-xml-in-python.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	2908
raw/posts/2021/2021-09-17-paddleocr.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	4356
raw/posts/2021/2021-10-22-install-kubernetes-1_21_5.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6672
raw/posts/2021/2021-10-23-install-kubernetes-dashboard.md	Kubernetes-编排	practice	Kubernetes-编排-overview	6710
raw/posts/2021/2021-11-01-remote-execute-shell-command.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	1599
raw/posts/2021/2021-11-23-command-lftp.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1213
raw/posts/2021/2021-12-01-configure-the-scheduling-strategy-of-the-scheduler-in-kubernetes.md	Kubernetes-编排	practice	Kubernetes-编排-overview	7221
raw/posts/2022/2022-01-04-view-the-contents-of-the-img-file-under-linux.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1232
raw/posts/2022/2022-01-12-compile-the-embedded-operating-system-of-cambrian-mlu220.md	Jetson-与边缘计算	practice	Jetson-与边缘计算-overview	2236
raw/posts/2022/2022-01-13-browse-markdown-and-html-with-terminal.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1017
raw/posts/2022/2022-01-24-install-go.md	Linux-与系统管理	practice	Linux-与系统管理-overview	923
raw/posts/2022/2022-01-28-gaiagpu-sharing-gpus-in-container-clouds.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	15818
raw/posts/2022/2022-02-08-install-cuda-toolkit-on-linux.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	5357
raw/posts/2022/2022-02-09-build-an-onnxruntime-based-inference-serving.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	2725
raw/posts/2022/2022-02-10-logical-volume-management.md	Linux-与系统管理	practice	Linux-与系统管理-overview	5307
raw/posts/2022/2022-02-18-execute-lua-scripts-in-openresty.md	Docker-容器化	practice	Docker-容器化-overview	4611
raw/posts/2022/2022-02-22-command-tr.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1843
raw/posts/2022/2022-02-23-json-formatter.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1111
raw/posts/2022/2022-03-01-minio-quickstart.md	网络与分布式存储	practice	网络与分布式存储-overview	12649
raw/posts/2022/2022-03-12-deep-lesson-rm.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1381
raw/posts/2022/2022-03-17-build-a-development-service-image-based-on-paddlepaddle.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	3489
raw/posts/2022/2022-03-18-dockerfile-practice.md	Docker-容器化	practice	Docker-容器化-overview	2465
raw/posts/2022/2022-03-19-python-office-automation-suite.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	2388
raw/posts/2022/2022-03-20-python-automatically-generates-weekly-reports.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	4487
raw/posts/2022/2022-03-21-aliyun-centos-yum-install-error-404.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1356
raw/posts/2022/2022-03-21-http-benchmarking-tools.md	Linux-与系统管理	practice	Linux-与系统管理-overview	10684
raw/posts/2022/2022-03-25-benchmarking-of-fastapi-synchronous-and-asynchronous-functions-based-on-health-code-recognition.md	LLM-推理优化	practice	LLM-推理优化-overview	20897
raw/posts/2022/2022-03-26-command-nc.md	Linux-与系统管理	practice	Linux-与系统管理-overview	5311
raw/posts/2022/2022-03-27-alibaba-cloud-server-ecs-open-ports.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1759
raw/posts/2022/2022-03-31-fastapi-benchmarking-for-upload-and-download-files.md	LLM-推理优化	practice	LLM-推理优化-overview	23121
raw/posts/2022/2022-03-31-install-python3.9-in-ubuntu20.04.md	Linux-与系统管理	practice	Linux-与系统管理-overview	4694
raw/posts/2022/2022-04-04-linux-performance-optimization.md	Linux-与系统管理	practice	Linux-与系统管理-overview	7013
raw/posts/2022/2022-04-11-benchmarking-fastapi-upload-and-download-files-using-wrk.md	LLM-推理优化	practice	LLM-推理优化-overview	8929
raw/posts/2022/2022-04-12-develop-restapi-services-with-fastapi.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	11824
raw/posts/2022/2022-04-13-get-started-openvino.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	14065
raw/posts/2022/2022-04-13-how-openvino-works.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	20123
raw/posts/2022/2022-04-14-open-model-zoo.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	4303
raw/posts/2022/2022-04-15-openvino-image-classification.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	20204
raw/posts/2022/2022-04-16-openvino-object-detection.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	13137
raw/posts/2022/2022-04-17-openvino-neural-network-performance-profiling.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	52228
raw/posts/2022/2022-05-01-get-started-yolov5.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	2835
raw/posts/2022/2022-05-02-nvidia-software-stack-build.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	7788
raw/posts/2022/2022-05-03-switch-nvidia-gpu-to-intel-integrated-graphics-idg-on-ubuntu.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	4817
raw/posts/2022/2022-05-17-deep-learning-accuracy-validation-framework.md	数据集标注与模型评估	practice	数据集标注与模型评估-overview	6601
raw/posts/2022/2022-05-18-openvino-cross-check-tool.md	LLM-推理优化	practice	LLM-推理优化-overview	12513
raw/posts/2022/2022-05-19-openvino-benchmark-python-tool.md	LLM-推理优化	practice	LLM-推理优化-overview	33220
raw/posts/2022/2022-05-25-command-curl.md	Linux-与系统管理	practice	Linux-与系统管理-overview	1199
raw/posts/2022/2022-05-26-command-open.md	Linux-与系统管理	practice	Linux-与系统管理-overview	585
raw/posts/2022/2022-06-07-fusing-convolution-and-batch-normalization-in-pytorch.md	LLM-推理优化	practice	LLM-推理优化-overview	3698
raw/posts/2022/2022-06-09-onnx-simplifier.md	微调与模型训练	concept	微调与模型训练-overview	2201
raw/posts/2022/2022-06-23-ai-chips-for-edge-scenarios.md	华为昇腾与国产芯片	practice	华为昇腾与国产芯片-overview	7902
raw/posts/2022/2022-06-29-install-tvm-from-source.md	GPU-与-CUDA-开发	practice	GPU-与-CUDA-开发-overview	4176
raw/posts/2022/2022-06-29-tvm.md	LLM-推理优化	practice	LLM-推理优化-overview	1791
raw/posts/2022/2022-07-13-workload-evaluation-using-python.md	办公自动化与效率工具	practice	办公自动化与效率工具-overview	7122
raw/posts/2022/2022-07-21-easyedge.md	Jetson-与边缘计算	practice	Jetson-与边缘计算-overview	10409
raw/posts/2022/2022-07-25-edge-hardware.md	Jetson-与边缘计算	practice	Jetson-与边缘计算-overview	3921
raw/posts/2022/2022-08-16-openvino-dl-workbench.md	计算机视觉与目标检测	practice	计算机视觉与目标检测-overview	945
raw/posts/2022/2022-11-16-ai-platform.md	Kubernetes-编排	practice	Kubernetes-编排-overview	22359
raw/posts/2023/2023-01-03-install-kubernetes-1_26_0.md	Kubernetes-编排	practice	Kubernetes-编排-overview	9889
raw/posts/2023/2023-02-07-build-a-development-environment-on-macbook-pro-m2-max.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	8029
raw/posts/2023/2023-02-07-install-software-on-macbook-pro-m2-max.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	3029
raw/posts/2023/2023-02-08-install-tensorflow-on-macbook-pro-m2-max.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	4587
raw/posts/2023/2023-02-09-install-pytorch-on-macbook-pro-m2-max.md	macOS-与-Apple-Silicon	practice	macOS-与-Apple-Silicon-overview	4168
raw/posts/2023/2023-02-10-openwrt.md	Linux-与系统管理	practice	Linux-与系统管理-overview	6827
